Description of Methods,Sheet,Category,Keyword/Phrase,Usage Context,Component,Explanation and Sources,Username,Strong Bias,Contextual Bias,Technical Terms,Edit Types,Total Edits,Sample Comments,Bias Ratio,Technical Ratio,Ratio Definitions,Unnamed: 10,Unnamed: 11,Policy Recommendation,Rationale,Technical Challenge,Implementation Ideas,Est. Expected Impact,Est. Timeline,Metric,Value,Registration Date,Total Edit Count,User Groups,Recent Topics,Registration Year,Registration Month,Factor,Anti-Israel/Pro Palestine Bias,Anti-American Bias,High Bias Users (27 total identified) to https://en.wikipedia.org/wiki/South_Africa%27s_genocide_case_against_Israel:,timestamp,username,comment,content_length,strong_bias,contextual_bias,technical_terms,total_bias,edit_type,explicit_bias_flag,Factor demonstrating conservative approach/ undercounts of bias,Description of why approach is conservative in bias-detection,Bias Type Identified in Wikipedia Exposed by Analysis,Definition
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 04:49:20+00:00,Zbase4,/* Proceedings */ Wording - South African position and Israeli position fits neutral POV,0.0,0.0,0.0,1.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 04:41:55+00:00,Zbase4,Added link,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 04:04:49+00:00,Toast for Teddy,"/* Movements, parties, and unions */ Fixed date values",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 03:14:14+00:00,Starklinson,/* South African position */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 03:08:29+00:00,AlexBachmann,add claim to the infobox,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 03:05:45+00:00,Drsmoo,/* States and international organizations */ Continuation of previous edit re countries that have not independently voiced support,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 02:52:45+00:00,Starship.paint,combine,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 02:51:58+00:00,Starship.paint,word,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 02:51:25+00:00,Starship.paint,covered below,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 02:50:18+00:00,Starship.paint,response,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 02:41:51+00:00,Toast for Teddy,/* See also */ Alphabetization,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 02:40:42+00:00,Toast for Teddy,/* In support */ Col split,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 02:24:27+00:00,CarmenEsparzaAmoux,/* Other international responses */ moving Abella and the christian groups into a different section as neither represent their states or an international org,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 02:01:44+00:00,Starship.paint,Source accused war crimes not genocide,0.0,2.0,0.0,1.0,2.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 01:55:04+00:00,JohnAdams1800,/* In opposition */ I added hidden text so editors can clarify which specific such groups oppose this.,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 01:52:51+00:00,JohnAdams1800,/* South African position */ It helps to clarify Cyril Ramaphosa is the incumbent president of South Africa.,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 01:52:00+00:00,JohnAdams1800,"/* South African position */ There are no articles for those two individuals, so I removed the hyperlinks for them.",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 01:44:52+00:00,Starship.paint,BBC on Israeli response,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 01:34:49+00:00,Starship.paint,Ref,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 01:33:32+00:00,Starship.paint,UK position,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 01:29:29+00:00,Drsmoo,"Removing countries that have not explicitly expressed support. Current list had countries as individuals, and then listed Arab league/OIC.It is fine to include group and individuals if the individual country expressed support on its own as well",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 01:23:04+00:00,Drsmoo,Removing pov appeal to bias fallacy applied to those in opposition but not those in support.,0.0,0.0,1.0,0.0,1.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 01:18:06+00:00,Toast for Teddy,/* External links */ Cleanup and added portal bar,0.0,0.0,0.0,0.0,0.0,maintenance,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 00:51:14+00:00,WillowCity,/* In opposition */ CE (removed redundancy),0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 00:50:41+00:00,WillowCity,/* In opposition */ Moving Germany up,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-13 00:49:04+00:00,WillowCity,/* In opposition */ Vice Chancellor's comments were superseded by German government response,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 23:56:26+00:00,Paul Duffill,"/* Movements, parties, and unions */Clarified that the example supportive organisations include both signatories of the letter and not signatories of the letter.",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 22:42:54+00:00,Karma1998,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 22:14:35+00:00,Zbase4,/* Other international responses */ Added a subheading for support and opposition to the case respectively,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 21:14:26+00:00,Paul Duffill,"/* Movements, parties, and unions */ copy edit and added ""NGOs"" because ""activist groups"" is insufficient descriptor because: ""activist groups"" can be governmental or inter-governmental whereas the above category is for governmental or inter-governmental, the groups in this section do more than ""activism"", and there is NGO support from highly prominent NGOs eg Amnesty International, Human Rights Watch, Women's International League for Peace and Freedom, and Nelson Mandela Foundation",0.0,0.0,1.0,0.0,1.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 21:02:32+00:00,Paul Duffill,"/* Movements, parties, and unions */ Added orginal source for supporting organisation letter which has the current number of signatories and added updated report on this from Code Pink",0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 20:45:41+00:00,Paul Duffill,"/* Movements, parties, and unions */ updated overall support number which will also be more durable over time (""hundreds"" rather than ""100"") and updated letter's supporters number (https://docs.google.com/forms/d/e/1FAIpQLSckfVUjnsu-ypbFsbczDRc6XxUoQ-5sVJPLQcVLnfRkkLpiyg/viewform which is linked in the existing sources)",0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 20:40:25+00:00,Paul Duffill,"Replaced ""These organizations include"" with ""Supportive organizations include:"" because the former would often implying that those listed are only from the organization's letter and some of those listed are not and instead use other sources.",0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 20:23:07+00:00,Paul Duffill,"/* Movements, parties, and unions */ Added ""some"" to what is now ""and other organizations, some in the form of a letter organized by"" because the repvious wording implied that the only supporting organisations were the 100 in the letter and this Wikipedia article lists some that are not in that letter's signatories (https://docs.google.com/forms/d/e/1FAIpQLSckfVUjnsu-ypbFsbczDRc6XxUoQ-5sVJPLQcVLnfRkkLpiyg/viewform)",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 20:15:51+00:00,Longhornsg,"POV tag, see talk",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 19:14:35+00:00,Citation bot,"Alter: title, template type. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Jay8g | #UCB_toolbar",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 19:06:45+00:00,Paul Duffill,Re-did previous edit without the minor edit tag,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 19:05:46+00:00,Paul Duffill,Undid revision 1195191153 by [[Special:Contributions/Paulduffill|Paulduffill]] ([[User talk:Paulduffill|talk]]) because I erroneously marked it as a minor edit,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 18:37:56+00:00,Paul Duffill,"Added support from Human Rights Watch. It is clear that they support it: eg ""Governments should speak out in support of ICJ proceedings and publicly commit to supporting compliance with the court’s decisions, Human Rights Watch said."" (https://www.hrw.org/news/2024/01/10/world-court-hear-genocide-case-against-israel)",0.0,1.0,1.0,0.0,2.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 18:01:48+00:00,Selfstudier,"/* Movements, parties, and unions */ Per editreq",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 16:33:17+00:00,Onceinawhile,/* South African position */ format,0.0,0.0,0.0,0.0,0.0,maintenance,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 16:28:43+00:00,Sakiv,/* States and international organizations */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 15:34:47+00:00,Ithinkiplaygames,Hamas crosslink in lead,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 15:11:56+00:00,Onceinawhile,/* South African position */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 15:11:15+00:00,Onceinawhile,/* South African position */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 15:08:39+00:00,Onceinawhile,/* South African position */ +provisional measures requested,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 13:35:52+00:00,Makeandtoss,fix,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 13:32:12+00:00,ROADKILL,Fixed grammar,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 13:07:14+00:00,RMCD bot,Notifying subject page of move discussion on [[Talk:South Africa v. Israel (Genocide Convention)#Requested move 12 January 2024|Talk:South Africa v. Israel (Genocide Convention)]],0.0,1.0,0.0,0.0,1.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 12:57:00+00:00,WillowCity,/* States and international organizations */ CE,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 12:50:07+00:00,WillowCity,/* States and international organizations */ Abella was SCC,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 12:48:00+00:00,Sunuraju,/* Israeli response */,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 12:42:22+00:00,Makeandtoss,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 12:41:48+00:00,Makeandtoss,/* Israeli response */,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 12:35:38+00:00,פעמי-עליון,/* Other international responses */ more responses,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 10:39:37+00:00,Ben Azura,/* Israeli response */ ce,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 10:35:45+00:00,Ben Azura,/* Genocide Convention */,0.0,1.0,0.0,0.0,1.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 09:28:01+00:00,Ainty Painty,/* top */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 09:09:27+00:00,Citation bot,"Altered title. Add: date, title. Changed bare reference to CS1/2. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Ainty Painty | #UCB_toolbar",0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 09:07:43+00:00,Ainty Painty,/* States and international organizations */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 09:07:07+00:00,Ainty Painty,/* States and international organizations */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 09:03:52+00:00,Qwerty12302,no postnoms,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 08:50:34+00:00,Onceinawhile,adding back the compenents of the context quote but retaining as prose rather than direct quote,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 07:44:27+00:00,Professor Penguino,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 04:45:49+00:00,GLORIOUSEXISTENCE,,0.0,0.0,0.0,0.0,0.0,unknown,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 04:10:11+00:00,SocDoneLeft,"/* Movements, parties, and unions */ ce + added org",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 02:01:47+00:00,Starklinson,/* South African position */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 01:59:12+00:00,Kizor,own typo,0.0,0.0,0.0,0.0,0.0,maintenance,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 01:58:20+00:00,Kizor,2023 -> 2024,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 00:36:01+00:00,CarmenEsparzaAmoux,"/* Movements, parties, and unions */ amnesty",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 00:29:17+00:00,Ypedia1,Adila Hassim SC,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-12 00:18:22+00:00,CarmenEsparzaAmoux,/* States and international organizations */ Iraq,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 23:24:37+00:00,Uhooep,Jean-Luc Mélenchon,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 21:11:41+00:00,Salmoonlight,Undid revision 1194977182 by [[Special:Contributions/OgamD218|OgamD218]] ([[User talk:OgamD218|talk]]). Unclear and confusing edit,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 18:53:02+00:00,Jochem van Hees,/* top */ fixed lead sentence structure/grammar,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 18:50:52+00:00,OgamD218,claims of a GenCide is only recently moved past the fringe in light of recent events though this accusation/sors have remained static,0.0,0.0,0.0,0.0,0.0,content,High Anti-US Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 18:23:13+00:00,ShanGuy37,/* Other international responses */ Added that Indonesia supports South Africa's case.,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 18:19:13+00:00,ShanGuy37,/* Other international responses */,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 18:18:53+00:00,ShanGuy37,/* Other international responses */ Added that Iran and Lebanon support South Africa's case.,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 18:14:45+00:00,ShanGuy37,"/* South African position */ Added that Jean-Luc Melenchon has attended the proceedings, joining the South African delegation.",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 18:10:58+00:00,ShanGuy37,/* States and international organizations */ Added that Cuba supports South Africa's case.,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 17:44:51+00:00,Leaky.Solar,/* South African position */ wiki links,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 17:40:54+00:00,Leaky.Solar,/* Israeli response */ c/e,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 17:21:30+00:00,WMrapids,/* Other international responses */ Wording,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 17:01:03+00:00,Makeandtoss,weird way of saying the case is about whether or not Israel is committing genocide; this is the phrasing that was reported by RS anyway,0.0,1.0,0.0,0.0,1.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 15:58:06+00:00,Selfstudier,/* See also */ Already wl'd in article.,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 15:54:14+00:00,Selfstudier,/* top */ Jeez,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 15:53:38+00:00,Selfstudier,/* top */ Ops,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 15:52:43+00:00,Selfstudier,Move see also to wl in article replace generic war crimes link,0.0,1.0,0.0,0.0,1.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 15:48:41+00:00,Selfstudier,/* States and international organizations */ Copy material from [[Palestinian genocide accusation]],0.0,1.0,0.0,0.0,1.0,content,High Anti-Israel & Anti-US Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 15:26:26+00:00,Selfstudier,Filled in 2 bare reference(s) with reFill 2,0.0,0.0,0.0,1.0,0.0,citation,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 15:24:32+00:00,WillowCity,/* Proceedings */ removed redundancy,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 15:22:00+00:00,Selfstudier,/* Proceedings */ Add re final judgement,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 15:15:27+00:00,Iskandar323,"/* States and international organizations */Clarifying - the Guatemalan statement spoke not of opposition, but merely of regretfulness",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 15:13:43+00:00,Selfstudier,/* See also */ Now wl'd in article.,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 15:13:09+00:00,Selfstudier,/* top */ Replace lengthy quote with prose and wl to PGA from see also,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 15:04:08+00:00,Κυπρομέδουσα,"/* Movements, parties, and unions */",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 15:03:50+00:00,Selfstudier,/* See also */ Now wl'd in article.,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 15:03:10+00:00,Selfstudier,/* Proceedings */ Add re next month see also,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 14:56:46+00:00,Karma1998,/* Israeli response */,0.0,0.0,0.0,0.0,0.0,content,High Anti-Israel Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 14:50:27+00:00,Κυπρομέδουσα,"/* Movements, parties, and unions */ organised alphabetically",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 14:37:43+00:00,Ïvana,/* See also */ +,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 14:35:58+00:00,Ïvana,"/* Movements, parties, and unions */ added wikilink + linked ref",0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 14:21:37+00:00,Ïvana,/* South African position */ ce,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
,11.All_Revisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-11 14:11:14+00:00,WillowCity,/* States and international organizations */ CE,0.0,0.0,0.0,0.0,0.0,content,No High Bias,,,,
